"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 07- 05","34,725.50","34,643.00","34,746.50","34,588.00","","0.24%"
"2021- 07- 04","34,642.00","34,660.00","34,672.50","34,635.50","","-0.10%"
"2021- 07- 02","34,677.00","34,510.00","34,714.00","34,491.00","102.66K","0.47%"
"2021- 07- 01","34,514.00","34,448.00","34,551.00","34,377.00","110.33K","0.33%"
"2021- 06- 30","34,399.00","34,185.00","34,450.00","34,006.00","132.39K","0.67%"
"2021- 06- 29","34,170.00","34,188.00","34,363.00","34,112.00","101.89K","0.02%"
"2021- 06- 28","34,164.00","34,398.00","34,411.00","34,067.00","120.05K","-0.49%"
"2021- 06- 25","34,333.00","34,193.00","34,386.00","34,133.00","108.98K","0.74%"
"2021- 06- 24","34,082.00","33,792.00","34,177.00","33,773.00","122.51K","0.96%"
"2021- 06- 23","33,759.00","33,864.00","33,962.00","33,752.00","111.67K","-0.22%"
"2021- 06- 22","33,835.00","33,812.00","33,926.00","33,627.00","132.46K","0.22%"
"2021- 06- 21","33,761.00","33,072.00","33,808.00","32,902.00","203.03K","1.01%"
"2021- 06- 18","33,424.07","33,840.00","33,864.00","33,438.00","1.57K","-1.13%"
"2021- 06- 17","33,805.00","33,950.00","34,081.00","33,611.00","27.52K","-0.62%"
"2021- 06- 16","34,017.00","34,295.00","34,319.00","33,895.00","39.92K","-0.79%"
"2021- 06- 15","34,288.00","34,367.00","34,475.00","34,192.00","58.36K","-0.27%"
"2021- 06- 14","34,381.00","34,451.00","34,558.00","34,203.00","75.56K","-0.24%"
"2021- 06- 11","34,462.00","34,459.00","34,614.00","34,313.00","103.65K","0.00%"
"2021- 06- 10","34,461.00","34,473.00","34,733.00","34,389.00","151.86K","0.07%"
"2021- 06- 09","34,437.00","34,586.00","34,647.00","34,425.00","117.43K","-0.43%"
"2021- 06- 08","34,586.00","34,623.00","34,651.00","34,429.00","134.83K","-0.09%"
"2021- 06- 07","34,616.00","34,760.00","34,825.00","34,558.00","117.60K","-0.36%"
"2021- 06- 04","34,742.00","34,575.00","34,755.00","34,472.00","116.01K","0.51%"
"2021- 06- 03","34,567.00","34,595.00","34,655.00","34,310.00","152.93K","-0.07%"
"2021- 06- 02","34,590.00","34,561.00","34,694.00","34,484.00","109.76K","0.12%"
"2021- 06- 01","34,550.00","34,570.00","34,827.00","34,408.00","154.69K","0.13%"
"2021- 05- 31","34,505.00","34,549.00","34,574.00","34,409.00","","-0.13%"
"2021- 05- 30","34,549.00","34,537.00","34,566.50","34,528.50","","0.10%"
"2021- 05- 28","34,513.00","34,556.00","34,639.00","34,495.00","111.04K","0.22%"
"2021- 05- 27","34,437.00","34,295.00","34,577.00","34,170.00","142.12K","0.46%"
"2021- 05- 26","34,280.00","34,289.00","34,417.00","34,227.00","105.51K","0.03%"
"2021- 05- 25","34,271.00","34,397.00","34,483.00","34,224.00","115.17K","-0.24%"
"2021- 05- 24","34,352.00","34,150.00","34,427.00","34,101.00","102.70K","0.58%"
"2021- 05- 21","34,153.00","34,028.00","34,372.00","34,017.00","139.43K","0.37%"
"2021- 05- 20","34,028.00","33,781.00","34,187.00","33,585.00","160.63K","0.58%"
"2021- 05- 19","33,831.00","33,899.00","33,998.00","33,402.00","244.20K","-0.49%"
"2021- 05- 18","33,996.00","34,295.00","34,423.00","33,907.00","130.45K","-0.76%"
"2021- 05- 17","34,256.00","34,320.00","34,374.00","34,093.00","151.44K","-0.18%"
"2021- 05- 14","34,318.00","33,968.00","34,382.00","33,922.00","164.60K","1.12%"
"2021- 05- 13","33,938.00","33,475.00","34,093.00","33,200.00","262.42K","1.28%"
"2021- 05- 12","33,508.00","34,143.00","34,227.00","33,461.00","270.38K","-1.97%"
"2021- 05- 11","34,183.00","34,647.00","34,732.00","33,983.00","312.30K","-1.40%"
"2021- 05- 10","34,668.00","34,722.00","35,000.00","34,611.00","188.76K","-0.05%"
"2021- 05- 07","34,686.00","34,449.00","34,728.00","34,366.00","167.98K","0.71%"
"2021- 05- 06","34,442.00","34,125.00","34,458.00","34,074.00","171.77K","0.95%"
"2021- 05- 05","34,118.00","34,016.00","34,219.00","33,926.00","155.84K","0.29%"
"2021- 05- 04","34,020.00","33,991.00","34,047.00","33,654.00","209.87K","0.04%"
"2021- 05- 03","34,008.00","33,828.00","34,116.00","33,823.00","126.29K","0.71%"
"2021- 04- 30","33,767.00","33,915.00","33,941.00","33,678.00","149.37K","-0.54%"
"2021- 04- 29","33,951.00","33,716.00","33,979.00","33,628.00","156.89K","0.67%"
"2021- 04- 28","33,724.00","33,815.00","33,868.00","33,690.00","111.00K","-0.47%"
"2021- 04- 27","33,883.00","33,889.00","33,973.00","33,764.00","105.77K","0.02%"
"2021- 04- 26","33,877.00","33,954.00","34,045.00","33,832.00","99.77K","-0.19%"
"2021- 04- 23","33,941.00","33,715.00","34,056.00","33,608.00","138.00K","0.69%"
"2021- 04- 22","33,709.00","33,986.00","34,039.00","33,605.00","181.67K","-0.90%"
"2021- 04- 21","34,016.00","33,692.00","34,040.00","33,625.00","145.32K","0.93%"
"2021- 04- 20","33,703.00","33,996.00","34,066.00","33,572.00","168.39K","-0.75%"
"2021- 04- 19","33,958.00","34,015.00","34,048.00","33,860.00","151.91K","-0.36%"
"2021- 04- 16","34,081.00","33,940.00","34,144.00","33,880.00","123.26K","0.47%"
"2021- 04- 15","33,923.00","33,661.00","33,962.00","33,652.00","140.82K","0.89%"
"2021- 04- 14","33,624.00","33,575.00","33,800.00","33,519.00","169.92K","0.16%"
"2021- 04- 13","33,570.00","33,647.00","33,712.00","33,431.00","159.14K","-0.18%"
"2021- 04- 12","33,631.00","33,660.00","33,686.00","33,550.00","127.10K","-0.15%"
"2021- 04- 09","33,682.00","33,451.00","33,694.00","33,371.00","131.74K","0.87%"
"2021- 04- 08","33,390.00","33,344.00","33,464.00","33,227.00","122.89K","0.19%"
"2021- 04- 07","33,328.00","33,333.00","33,407.00","33,233.00","129.14K","0.04%"
"2021- 04- 06","33,315.00","33,417.00","33,454.00","33,266.00","136.53K","-0.30%"
"2021- 04- 05","33,415.00","33,236.00","33,504.00","33,157.00","120.60K","1.14%"
"2021- 04- 02","33,037.00","33,045.00","33,264.00","33,017.00","15.73K","0.00%"
"2021- 04- 01","33,037.00","32,912.00","33,060.00","32,842.00","139.33K","0.42%"
"2021- 03- 31","32,898.00","32,938.00","33,045.00","32,866.00","140.70K","-0.08%"
"2021- 03- 30","32,925.00","33,063.00","33,129.00","32,859.00","166.34K","-0.32%"
"2021- 03- 29","33,032.00","32,951.00","33,134.00","32,746.00","195.24K","0.24%"
"2021- 03- 26","32,954.00","32,554.00","32,984.00","32,496.00","188.39K","1.39%"
"2021- 03- 25","32,501.00","32,338.00","32,569.00","31,951.00","254.56K","0.56%"
"2021- 03- 24","32,319.00","32,348.00","32,669.00","32,232.00","206.19K","0.04%"
"2021- 03- 23","32,306.00","32,644.00","32,689.00","32,235.00","180.14K","-0.96%"
"2021- 03- 22","32,619.00","32,467.00","32,688.00","32,314.00","151.38K","-0.58%"
"2021- 03- 19","32,807.86","32,899.00","32,994.00","32,841.00","2.77K","-0.22%"
"2021- 03- 18","32,880.00","33,024.00","33,233.00","32,842.00","35.81K","-0.41%"
"2021- 03- 17","33,017.00","32,862.00","33,053.00","32,780.00","38.63K","0.55%"
"2021- 03- 16","32,835.00","32,941.00","32,972.00","32,773.00","53.89K","-0.37%"
"2021- 03- 15","32,957.00","32,834.00","32,967.00","32,624.00","67.98K","0.56%"
"2021- 03- 12","32,772.00","32,494.00","32,822.00","32,389.00","110.35K","0.90%"
"2021- 03- 11","32,479.00","32,352.00","32,641.00","32,254.00","165.77K","0.62%"
"2021- 03- 10","32,279.00","31,868.00","32,373.00","31,727.00","216.99K","1.47%"
"2021- 03- 09","31,811.00","31,857.00","32,118.00","31,792.00","202.66K","0.11%"
"2021- 03- 08","31,776.00","31,562.00","32,114.00","31,287.00","289.39K","0.99%"
"2021- 03- 05","31,465.00","30,899.00","31,545.00","30,641.00","342.92K","1.90%"
"2021- 03- 04","30,878.00","31,259.00","31,436.00","30,512.00","410.09K","-1.15%"
"2021- 03- 03","31,236.00","31,364.00","31,609.00","31,216.00","255.15K","-0.39%"
"2021- 03- 02","31,358.00","31,537.00","31,587.00","31,281.00","207.25K","-0.48%"
"2021- 03- 01","31,509.00","30,981.00","31,637.00","30,934.00","207.99K","1.93%"
"2021- 02- 26","30,912.00","31,308.00","31,456.00","30,803.00","372.58K","-1.46%"
"2021- 02- 25","31,371.00","31,939.00","32,033.00","31,247.00","332.31K","-1.71%"
"2021- 02- 24","31,916.00","31,481.00","31,964.00","31,322.00","247.68K","1.35%"
"2021- 02- 23","31,492.00","31,500.00","31,615.00","31,103.00","295.74K","0.08%"
"2021- 02- 22","31,466.00","31,460.00","31,592.00","31,190.00","214.66K","0.10%"
"2021- 02- 19","31,433.00","31,445.00","31,583.00","31,302.00","159.13K","0.01%"
"2021- 02- 18","31,431.00","31,555.00","31,632.00","31,228.00","194.05K","-0.37%"
"2021- 02- 17","31,549.00","31,470.00","31,581.00","31,269.00","179.75K","0.29%"
"2021- 02- 16","31,458.00","31,425.00","31,662.00","31,373.00","184.81K","-0.34%"
"2021- 02- 15","31,564.00","31,433.50","31,612.00","31,432.00","","0.42%"
"2021- 02- 14","31,433.50","31,413.00","31,471.00","31,413.00","","0.12%"
"2021- 02- 12","31,397.00","31,350.00","31,420.00","31,216.00","111.29K","0.12%"
"2021- 02- 11","31,359.00","31,370.00","31,465.00","31,168.00","135.57K","0.10%"
"2021- 02- 10","31,328.00","31,318.00","31,451.00","31,119.00","157.71K","0.16%"
"2021- 02- 09","31,278.00","31,294.00","31,340.00","31,144.00","101.80K","0.03%"
"2021- 02- 08","31,268.00","31,126.00","31,296.00","31,050.00","110.82K","0.73%"
"2021- 02- 05","31,042.00","30,968.00","31,149.00","30,924.00","120.89K","0.30%"
"2021- 02- 04","30,950.00","30,694.00","30,990.00","30,542.00","114.24K","1.05%"
"2021- 02- 03","30,627.00","30,609.00","30,720.00","30,412.00","130.70K","0.13%"
"2021- 02- 02","30,586.00","30,122.00","30,738.00","30,070.00","153.45K","1.58%"
"2021- 02- 01","30,110.00","29,810.00","30,235.00","29,552.00","170.38K","0.77%"
"2021- 01- 29","29,879.00","30,445.00","30,521.00","29,754.00","316.41K","-2.06%"
"2021- 01- 28","30,507.00","30,190.00","30,843.00","29,950.00","297.30K","1.05%"
"2021- 01- 27","30,189.00","30,848.00","30,884.00","30,053.00","276.29K","-2.12%"
"2021- 01- 26","30,842.00","30,853.00","31,017.00","30,666.00","153.22K","-0.08%"
"2021- 01- 25","30,868.00","30,920.00","31,015.00","30,457.00","239.89K","-0.13%"
"2021- 01- 22","30,909.00","31,058.00","31,086.00","30,791.00","141.82K","-0.56%"
"2021- 01- 21","31,082.00","31,064.00","31,188.00","31,016.00","120.35K","-0.05%"
"2021- 01- 20","31,096.00","30,850.00","31,134.00","30,772.00","140.80K","0.87%"
"2021- 01- 19","30,828.00","30,628.00","30,982.00","30,605.00","191.00K","0.16%"
"2021- 01- 18","30,779.00","30,660.00","30,784.00","30,613.00","","0.37%"
"2021- 01- 17","30,664.50","30,626.00","30,727.00","30,621.00","","-0.18%"
"2021- 01- 15","30,720.00","30,905.00","30,957.00","30,506.00","198.84K","-0.61%"
"2021- 01- 14","30,909.00","30,990.00","31,116.00","30,882.00","127.42K","-0.16%"
"2021- 01- 13","30,959.00","30,956.00","31,060.00","30,869.00","131.91K","-0.05%"
"2021- 01- 12","30,974.00","30,928.00","31,012.00","30,777.00","128.91K","0.23%"
"2021- 01- 11","30,902.00","30,970.00","31,022.00","30,638.00","166.35K","-0.29%"
"2021- 01- 08","30,993.00","30,951.00","31,148.00","30,687.00","190.44K","0.16%"
"2021- 01- 07","30,942.00","30,790.00","31,087.00","30,696.00","167.87K","0.72%"
"2021- 01- 06","30,720.00","30,287.00","30,912.00","30,154.00","314.93K","1.44%"
"2021- 01- 05","30,285.00","30,108.00","30,393.00","29,974.00","188.61K","0.60%"
"2021- 01- 04","30,104.00","30,481.00","30,691.00","29,760.00","266.25K","-1.24%"
"2021- 01- 01","30,482.00","30,482.00","30,482.00","30,482.00","","-0.05%"
"2020- 12- 31","30,497.00","30,328.00","30,526.00","30,230.00","82.99K","0.64%"
"2020- 12- 30","30,302.00","30,273.00","30,416.00","30,211.00","96.13K","0.21%"
"2020- 12- 29","30,238.00","30,318.00","30,502.00","30,166.00","116.98K","-0.22%"
"2020- 12- 28","30,305.00","30,028.00","30,418.00","29,956.00","111.13K","0.65%"
"2020- 12- 24","30,109.00","30,083.00","30,151.00","29,997.00","51.43K","0.25%"
"2020- 12- 23","30,034.00","29,903.00","30,182.00","29,735.00","130.35K","0.41%"
"2020- 12- 22","29,912.00","30,100.00","30,150.00","29,879.00","153.13K","-0.67%"
"2020- 12- 21","30,113.00","30,300.00","30,333.00","29,318.00","278.39K","-0.82%"
"2020- 12- 18","30,363.11","30,289.00","30,390.00","30,170.00","2.31K","0.23%"
"2020- 12- 17","30,293.00","30,172.00","30,340.00","30,150.00","19.48K","0.44%"
"2020- 12- 16","30,161.00","30,238.00","30,321.00","30,084.00","28.50K","-0.14%"
"2020- 12- 15","30,203.00","29,938.00","30,241.00","29,840.00","62.64K","1.13%"
"2020- 12- 14","29,865.00","30,134.00","30,325.00","29,848.00","87.52K","-0.56%"
"2020- 12- 11","30,033.00","30,043.00","30,089.00","29,721.00","105.66K","0.08%"
"2020- 12- 10","30,010.00","30,062.00","30,149.00","29,868.00","155.18K","-0.18%"
"2020- 12- 09","30,063.00","30,206.00","30,309.00","29,946.00","187.33K","-0.35%"
"2020- 12- 08","30,170.00","29,988.00","30,237.00","29,852.00","145.65K","0.38%"
"2020- 12- 07","30,057.00","30,174.00","30,265.00","29,954.00","131.54K","-0.47%"
"2020- 12- 04","30,198.00","29,945.00","30,216.00","29,935.00","120.26K","0.89%"
"2020- 12- 03","29,932.00","29,886.00","30,092.00","29,755.00","155.24K","0.21%"
"2020- 12- 02","29,868.00","29,765.00","29,907.00","29,589.00","146.36K","0.21%"
"2020- 12- 01","29,804.00","29,680.00","30,057.00","29,614.00","170.02K","0.59%"
"2020- 11- 30","29,629.00","29,914.00","29,972.00","29,428.00","171.26K","-0.82%"
"2020- 11- 27","29,874.00","29,862.00","29,978.00","29,696.00","98.41K","0.36%"
"2020- 11- 26","29,765.50","29,847.00","29,907.50","29,724.50","","-0.21%"
"2020- 11- 25","29,828.00","30,029.00","30,165.00","29,757.00","138.71K","-0.57%"
"2020- 11- 24","29,998.00","29,560.00","30,067.00","29,552.00","153.62K","1.53%"
"2020- 11- 23","29,546.00","29,133.00","29,621.00","29,116.00","154.47K","1.14%"
"2020- 11- 20","29,212.00","29,270.00","29,440.00","29,123.00","148.85K","-0.78%"
"2020- 11- 19","29,443.00","29,370.00","29,476.00","29,182.00","161.85K","0.18%"
"2020- 11- 18","29,391.00","29,693.00","29,896.00","29,331.00","164.84K","-1.11%"
"2020- 11- 17","29,720.00","29,892.00","29,898.00","29,449.00","155.95K","-0.49%"
"2020- 11- 16","29,865.00","29,435.00","29,998.00","29,435.00","164.29K","1.55%"
"2020- 11- 13","29,410.00","29,060.00","29,483.00","28,858.00","156.90K","1.44%"
"2020- 11- 12","28,992.00","29,366.00","29,367.00","28,815.00","185.69K","-1.09%"
"2020- 11- 11","29,311.00","29,360.00","29,570.00","29,184.00","167.39K","-0.03%"
"2020- 11- 10","29,319.00","29,092.00","29,389.00","28,781.00","227.54K","0.93%"
"2020- 11- 09","29,048.00","28,386.00","30,000.00","28,328.00","313.05K","2.99%"
"2020- 11- 06","28,204.00","28,319.00","28,457.00","27,966.00","207.26K","-0.33%"
"2020- 11- 05","28,297.00","27,832.00","28,390.00","27,648.00","193.71K","2.03%"
"2020- 11- 04","27,735.00","27,401.00","28,194.00","26,903.00","309.16K","1.31%"
"2020- 11- 03","27,376.00","26,852.00","27,534.00","26,807.00","179.27K","2.16%"
"2020- 11- 02","26,796.00","26,372.00","26,938.00","26,172.00","218.40K","1.52%"
"2020- 10- 30","26,394.00","26,303.00","26,533.00","25,953.00","299.85K","-0.61%"
"2020- 10- 29","26,557.00","26,482.00","26,803.00","26,162.00","288.64K","0.56%"
"2020- 10- 28","26,409.00","27,241.00","27,267.00","26,390.00","335.79K","-3.49%"
"2020- 10- 27","27,365.00","27,581.00","27,713.00","27,232.00","177.04K","-0.78%"
"2020- 10- 26","27,581.00","28,150.00","28,150.00","27,259.00","231.10K","-2.16%"
"2020- 10- 23","28,189.00","28,313.00","28,392.00","28,045.00","132.13K","-0.28%"
"2020- 10- 22","28,268.00","28,130.00","28,313.00","27,896.00","152.05K","0.48%"
"2020- 10- 21","28,134.00","28,187.00","28,378.00","28,077.00","170.68K","-0.17%"
"2020- 10- 20","28,182.00","28,182.00","28,466.00","28,048.00","170.40K","0.29%"
"2020- 10- 19","28,100.00","28,496.00","28,669.00","28,025.00","156.94K","-1.08%"
"2020- 10- 16","28,408.00","28,417.00","28,732.00","28,332.00","174.91K","0.08%"
"2020- 10- 15","28,386.00","28,405.00","28,454.00","28,025.00","222.12K","-0.10%"
"2020- 10- 14","28,414.00","28,577.00","28,726.00","28,343.00","198.47K","-0.60%"
"2020- 10- 13","28,585.00","28,807.00","28,824.00","28,485.00","217.67K","-0.74%"
"2020- 10- 12","28,798.00","28,518.00","28,846.00","28,433.00","173.93K","0.98%"
"2020- 10- 09","28,518.00","28,378.00","28,570.00","28,324.00","169.79K","0.73%"
"2020- 10- 08","28,310.00","28,179.00","28,452.00","28,151.00","179.04K","0.46%"
"2020- 10- 07","28,179.00","27,568.00","28,250.00","27,539.00","193.67K","1.73%"
"2020- 10- 06","27,700.00","28,010.00","28,232.00","27,531.00","287.02K","-1.05%"
"2020- 10- 05","27,995.00","27,740.00","28,042.00","27,646.00","169.81K","1.56%"
"2020- 10- 02","27,565.00","27,680.00","27,741.00","27,109.00","281.07K","-0.45%"
"2020- 10- 01","27,689.00","27,606.00","27,962.00","27,543.00","267.51K","0.09%"
"2020- 09- 30","27,664.00","27,354.00","27,904.00","27,039.00","297.64K","0.93%"
"2020- 09- 29","27,408.00","27,498.00","27,619.00","27,213.00","175.15K","-0.27%"
"2020- 09- 28","27,482.00","27,060.00","27,600.00","27,060.00","181.94K","1.62%"
"2020- 09- 25","27,043.00","26,772.00","27,123.00","26,424.00","213.70K","1.23%"
"2020- 09- 24","26,715.00","26,690.00","26,971.00","26,407.00","254.51K","0.11%"
"2020- 09- 23","26,685.00","27,219.00","27,392.00","26,586.00","235.98K","-1.69%"
"2020- 09- 22","27,143.00","27,000.00","27,207.00","26,858.00","199.34K","0.33%"
"2020- 09- 21","27,055.00","27,568.00","27,663.00","26,584.00","264.29K","-2.71%"
"2020- 09- 18","27,807.30","27,900.00","27,995.00","27,762.00","0.90K","-0.47%"
"2020- 09- 17","27,938.00","28,069.00","28,112.00","27,550.00","36.70K","-0.41%"
"2020- 09- 16","28,054.00","28,037.00","28,367.00","27,965.00","31.93K","0.10%"
"2020- 09- 15","28,027.00","27,978.00","28,245.00","27,933.00","50.84K","0.12%"
"2020- 09- 14","27,993.00","27,706.00","28,086.00","27,699.00","75.18K","1.38%"
"2020- 09- 11","27,612.00","27,564.00","27,828.00","27,440.00","113.00K","0.24%"
"2020- 09- 10","27,545.00","27,944.00","28,159.00","27,432.00","228.78K","-1.53%"
"2020- 09- 09","27,972.00","27,376.00","28,196.00","27,185.00","220.39K","1.62%"
"2020- 09- 08","27,525.00","28,136.00","28,404.00","27,440.00","383.74K","-2.82%"
"2020- 09- 07","28,324.50","28,064.00","28,362.00","27,968.00","","0.92%"
"2020- 09- 06","28,067.00","28,063.50","28,142.00","27,887.00","","-0.02%"
"2020- 09- 04","28,074.00","28,301.00","28,592.00","27,643.00","389.76K","-0.98%"
"2020- 09- 03","28,351.00","29,076.00","29,180.00","28,052.00","328.25K","-2.54%"
"2020- 09- 02","29,090.00","28,637.00","29,152.00","28,611.00","213.54K","1.64%"
"2020- 09- 01","28,622.00","28,379.00","28,654.00","28,257.00","165.11K","0.72%"
"2020- 08- 31","28,416.00","28,679.00","28,783.00","28,333.00","187.25K","-0.68%"
"2020- 08- 28","28,611.00","28,515.00","28,718.00","28,442.00","147.83K","0.50%"
"2020- 08- 27","28,468.00","28,312.00","28,590.00","28,181.00","210.28K","0.55%"
"2020- 08- 26","28,312.00","28,215.00","28,339.00","28,095.00","144.03K","0.42%"
"2020- 08- 25","28,193.00","28,244.00","28,480.00","28,042.00","184.07K","-0.16%"
"2020- 08- 24","28,239.00","27,900.00","28,266.00","27,877.00","157.20K","1.36%"
"2020- 08- 21","27,859.00","27,676.00","27,904.00","27,473.00","175.76K","0.69%"
"2020- 08- 20","27,669.00","27,645.00","27,717.00","27,392.00","161.16K","0.13%"
"2020- 08- 19","27,632.00","27,744.00","27,855.00","27,560.00","159.84K","-0.31%"
"2020- 08- 18","27,717.00","27,779.00","27,904.00","27,596.00","142.73K","-0.21%"
"2020- 08- 17","27,775.00","27,840.00","27,928.00","27,736.00","111.62K","-0.06%"
"2020- 08- 14","27,792.00","27,828.00","27,911.00","27,592.00","150.51K","-0.11%"
"2020- 08- 13","27,823.00","27,858.00","27,933.00","27,708.00","141.14K","-0.15%"
"2020- 08- 12","27,866.00","27,700.00","27,963.00","27,612.00","162.04K","0.91%"
"2020- 08- 11","27,614.00","27,690.00","28,069.00","27,532.00","236.39K","-0.23%"
"2020- 08- 10","27,679.00","27,364.00","27,713.00","27,260.00","169.12K","1.27%"
"2020- 08- 07","27,333.00","27,292.00","27,371.00","27,105.00","188.77K","0.18%"
"2020- 08- 06","27,285.00","27,067.00","27,301.00","26,924.00","177.41K","0.85%"
"2020- 08- 05","27,055.00","26,749.00","27,114.00","26,666.00","155.15K","1.27%"
"2020- 08- 04","26,717.00","26,561.00","26,744.00","26,439.00","145.52K","0.60%"
"2020- 08- 03","26,558.00","26,400.00","26,603.00","26,197.00","140.69K","0.91%"
"2020- 07- 31","26,319.00","26,414.00","26,457.00","25,905.00","235.90K","0.39%"
"2020- 07- 30","26,218.00","26,454.00","26,477.00","25,881.00","214.15K","-0.84%"
"2020- 07- 29","26,440.00","26,295.00","26,500.00","26,187.00","138.13K","0.54%"
"2020- 07- 28","26,297.00","26,512.00","26,599.00","26,252.00","147.52K","-0.71%"
"2020- 07- 27","26,484.00","26,275.00","26,523.00","26,232.00","141.72K","0.62%"
"2020- 07- 24","26,322.00","26,548.00","26,615.00","26,290.00","179.33K","-0.83%"
"2020- 07- 23","26,543.00","26,885.00","27,057.00","26,449.00","193.08K","-1.27%"
"2020- 07- 22","26,884.00","26,727.00","26,928.00","26,526.00","163.00K","0.59%"
"2020- 07- 21","26,726.00","26,625.00","26,925.00","26,590.00","173.82K","0.35%"
"2020- 07- 20","26,633.00","26,541.00","26,655.00","26,330.00","168.31K","0.43%"
"2020- 07- 17","26,520.00","26,565.00","26,724.00","26,502.00","151.72K","-0.12%"
"2020- 07- 16","26,553.00","26,814.00","26,858.00","26,465.00","198.31K","-0.79%"
"2020- 07- 15","26,765.00","26,644.00","27,063.00","26,571.00","242.95K","1.03%"
"2020- 07- 14","26,491.00","25,986.00","26,575.00","25,874.00","296.50K","2.01%"
"2020- 07- 13","25,968.00","26,025.00","26,524.00","25,914.00","265.05K","-0.03%"
"2020- 07- 10","25,977.00","25,589.00","26,003.00","25,293.00","229.59K","1.59%"
"2020- 07- 09","25,571.00","25,995.00","26,029.00","25,397.00","239.99K","-1.53%"
"2020- 07- 08","25,969.00","25,770.00","25,999.00","25,661.00","209.66K","0.77%"
"2020- 07- 07","25,770.00","26,167.00","26,280.00","25,741.00","192.27K","-1.56%"
"2020- 07- 06","26,179.00","25,689.00","26,197.00","25,657.00","255.60K","2.15%"
"2020- 07- 03","25,627.50","25,735.50","25,877.00","25,440.50","","-0.51%"
"2020- 07- 02","25,759.00","25,549.00","26,088.00","25,515.00","201.49K","0.72%"
"2020- 07- 01","25,575.00","25,653.00","25,893.00","25,381.00","218.37K","-0.44%"
"2020- 06- 30","25,689.00","25,479.00","25,772.00","25,301.00","200.32K","0.75%"
"2020- 06- 29","25,497.00","24,777.00","25,543.00","24,743.00","225.69K","2.19%"
"2020- 06- 26","24,950.00","25,540.00","25,653.00","24,837.00","262.64K","-2.52%"
"2020- 06- 25","25,596.00","25,379.00","25,659.00","25,003.00","263.06K","0.80%"
"2020- 06- 24","25,393.00","25,986.00","26,134.00","25,159.00","281.37K","-2.41%"
"2020- 06- 23","26,020.00","25,955.00","26,294.00","25,514.00","200.22K","0.26%"
"2020- 06- 22","25,953.00","25,370.00","25,987.00","25,230.00","176.36K","-2.01%"
"2020- 06- 19","26,484.22","26,059.00","26,480.00","25,985.00","2.45K","1.77%"
"2020- 06- 18","26,024.00","26,141.00","26,275.00","25,743.00","33.19K","-0.48%"
"2020- 06- 17","26,150.00","26,249.00","26,623.00","26,049.00","60.28K","-0.65%"
"2020- 06- 16","26,320.00","25,834.00","26,779.00","25,789.00","141.05K","2.00%"
"2020- 06- 15","25,805.00","25,176.00","25,884.00","24,550.00","170.68K","1.05%"
"2020- 06- 12","25,536.00","25,200.00","25,952.00","25,064.00","274.20K","1.47%"
"2020- 06- 11","25,165.00","26,954.00","26,997.00","25,060.00","454.09K","-6.66%"
"2020- 06- 10","26,961.00","27,257.00","27,488.00","26,901.00","266.71K","-1.11%"
"2020- 06- 09","27,264.00","27,562.00","27,624.00","27,126.00","222.34K","-0.96%"
"2020- 06- 08","27,527.00","27,124.00","27,563.00","27,031.00","191.22K","1.68%"
"2020- 06- 05","27,072.00","26,283.00","27,325.00","26,212.00","295.07K","3.12%"
"2020- 06- 04","26,253.00","26,265.00","26,368.00","26,056.00","227.97K","0.10%"
"2020- 06- 03","26,228.00","25,701.00","26,328.00","25,679.00","181.75K","2.05%"
"2020- 06- 02","25,701.00","25,458.00","25,720.00","25,291.00","174.04K","0.93%"
"2020- 06- 01","25,463.00","25,231.00","25,519.00","25,089.00","175.63K","0.33%"
"2020- 05- 29","25,378.00","25,448.00","25,500.00","24,991.00","268.92K","-0.31%"
"2020- 05- 28","25,457.00","25,543.00","25,794.00","25,311.00","230.29K","-0.30%"
"2020- 05- 27","25,534.00","25,007.00","25,572.00","24,913.00","251.03K","2.13%"
"2020- 05- 26","25,002.00","24,411.00","25,127.00","24,376.00","252.11K","1.46%"
"2020- 05- 25","24,642.00","24,547.00","24,734.50","24,432.50","","0.40%"
"2020- 05- 24","24,543.50","24,442.50","24,560.00","24,393.00","","0.49%"
"2020- 05- 22","24,424.00","24,377.00","24,506.00","24,101.00","194.13K","0.20%"
"2020- 05- 21","24,376.00","24,545.00","24,660.00","24,300.00","213.84K","-0.58%"
"2020- 05- 20","24,519.00","24,125.00","24,583.00","24,076.00","192.90K","1.49%"
"2020- 05- 19","24,158.00","24,479.00","24,765.00","24,120.00","235.95K","-1.42%"
"2020- 05- 18","24,507.00","23,600.00","24,640.00","23,538.00","209.13K","4.21%"
"2020- 05- 15","23,517.00","23,526.00","23,677.00","23,241.00","272.38K","-0.07%"
"2020- 05- 14","23,534.00","23,232.00","23,592.00","22,704.00","328.59K","1.59%"
"2020- 05- 13","23,166.00","23,494.00","23,780.00","22,980.00","308.74K","-1.73%"
"2020- 05- 12","23,574.00","24,105.00","24,293.00","23,468.00","209.79K","-2.28%"
"2020- 05- 11","24,124.00","24,228.00","24,471.00","23,973.00","175.63K","-0.67%"
"2020- 05- 08","24,286.00","23,855.00","24,327.00","23,849.00","156.06K","1.86%"
"2020- 05- 07","23,843.00","23,493.00","23,999.00","23,428.00","169.83K","1.40%"
